y,text,text_pt
neutral,"A meeting for the media and analysts will be held on the same day at 10:30 a.m. at Stonesoft Headquarters in Helsinki , Italahdenkatu 22 A. The Interim report will be presented by Stonesoft 's CEO Ilkka Hiidenheimo .","Uma reunião para a mídia e analistas será realizada no mesmo dia, às 10h30, na sede da Stonesoft em Helsinque, Italahdenkatu 22 A. O relatório provisório será apresentado pelo CEO da Stonesoft, Ilkka Hiidenheimo."
neutral,A meeting of Glisten shareholders to vote on the bid will be held on 12 March .,Uma reunião de acionistas da Glisten para votar a oferta será realizada em 12 de março.
neutral,"A replay will be available until 27 October 2006 in the following numbers : US callers : +1 617-£801-£6888 , non-US callers : +44 20 7365 8427 , access code : 2659 5401 .","Um replay estará disponível até 27 de outubro de 2006 nos seguintes números: Chamadores nos EUA: +1 617- £ 801- £ 6888, chamadores não nos EUA: +44 20 7365 8427, código de acesso: 2659 5401."
neutral,"A spokesman said : `` The food store center , subject to council and local support , could comprise a supermarket or smaller store and other niche outlets , and this will be firmed up following consultation with the council and local community regarding appropriate uses and occupiers . ''","Um porta-voz disse: `` O centro de armazenamento de alimentos, sujeito ao conselho e apoio local, pode incluir um supermercado ou loja menor e outros pontos de venda, e isso será firmado após consulta com o conselho e a comunidade local sobre usos e ocupantes apropriados. ''"
neutral,"A total of 185 Wonderware Certified SIs are available to integrate and support Wonderware products such as InTouch -ã HMI software , IndustrialSQL Server historian , Wonderware Information Server , DT Analyst software or QI Analyst SPC software .","Um total de 185 SIs certificados pela Wonderware estão disponíveis para integrar e dar suporte aos produtos Wonderware, como o software InTouch -ã HMI, o historiador do IndustrialSQL Server, o Wonderware Information Server, o software DT Analyst ou o software QI Analyst SPC."
neutral,A. Le Coq had a market share of 41.3 percent and rival beverage group Saku 32.1 percent .,"A. Le Coq tinha uma participação de mercado de 41,3% e o grupo rival de bebidas Saku, 32,1%."
neutral,"About 36 % of this came from Aspo Chemicals , 39 % from Aspo Shipping and 25 % from Aspo Systems .","Cerca de 36% disso veio da Aspo Chemicals, 39% da Aspo Shipping e 25% da Aspo Systems."
neutral,"About 72 % of Evraz Group shares are owned by Lanebrook , whose beneficiaries , on the one hand , are Millhouse , the holding company for the assets of billionaire Roman Abramovich and his business partners 50 % ; and Evraz executives Alexander Abramov and Alexander Frolov 50 % , on the other .","Cerca de 72% das ações do Grupo Evraz são detidas pela Lanebrook, cujos beneficiários, por um lado, são a Millhouse, a holding dos ativos do bilionário Roman Abramovich e seus parceiros comerciais 50%; e os executivos da Evraz Alexander Abramov e Alexander Frolov 50%, de outro."
neutral,Absolut Bank is exploring the possibility of further borrowing .,O Absolut Bank está explorando a possibilidade de novos empréstimos.
neutral,Aker Yards Finland will begin using Chinese subcontractors at its Finnish shipyards .,A Aker Yards Finland começará a usar subcontratados chineses em seus estaleiros finlandeses.
positive,Finnish food industry companies HK Ruokatalo and Atria will form a joint venture company called L+∆nsi-Kalkkuna to produce turkey meat .,As empresas finlandesas da indústria alimentícia HK Ruokatalo e Atria formarão uma joint venture chamada L + ∆nsi-Kalkkuna para produzir carne de peru.
neutral,Finnish food industry company L+∆nnen Tehtaat is planning changes to its fish product business .,A empresa finlandesa da indústria de alimentos L + ∆nnen Tehtaat está planejando mudanças em seu negócio de produtos de pesca.
negative,Finnish plumbing and heating systems supplier Uponor is temporarily laying off its whole workforce in Finland for two weeks as of mid-July 2009 .,"O fornecedor finlandês de sistemas de encanamento e aquecimento, Uponor, está demitindo temporariamente toda a sua força de trabalho na Finlândia por duas semanas em meados de julho de 2009."
neutral,Finnish property investment company Citycon plans to issue directed subordinated convertible bonds to institutional investors .,A empresa finlandesa de investimentos imobiliários Citycon planeja emitir títulos conversíveis subordinados direcionados a investidores institucionais.
neutral,"In Finland , Hamina Cargo Terminal , of Finnish Nurminen Logistics , has purchased a warehouse with ground lease rights in the Port of Hamina .","Na Finlândia, a Hamina Cargo Terminal, da finlandesa Nurminen Logistics, adquiriu um armazém com direitos de arrendamento terrestre no Porto de Hamina."
negative,"In Finland , metal sector company Componenta is laying off temporarily the staff of its Pori mill from Christmas 2008 till 6 January 2009 .","Na Finlândia, a empresa do setor de metal Componenta está demitindo temporariamente a equipe de sua fábrica de Pori, do Natal de 2008 a 6 de janeiro de 2009."
neutral,"Member of the HK Ruokatalo Group in Finland , Scan , is launching a joint venture slaughterhouse with Team Ugglarp in Sk+_ne , southern Sweden .","Membro do Grupo HK Ruokatalo na Finlândia, Scan, está lançando um matadouro de joint venture com a Equipe Ugglarp em Sk + _ne, sul da Suécia."
neutral,"The largest construction company in Finland , YIT Corporation , is to acquire 70 % of the shares in the Slovak construction company Reding Bratislava .","A maior empresa de construção da Finlândia, YIT Corporation, vai adquirir 70% das ações da empresa de construção eslovaca Reding Bratislava."
negative,"According to Aktia Asset Management , Finnish analysts ' forecasts for 2009 are still too high .","De acordo com a Aktia Asset Management, as previsões dos analistas finlandeses para 2009 ainda são muito altas."
neutral,"According to business media reports , Usmanov planned to transfer his MegaFon stake to the state-controlled Svyazinvest , in exchange for a stake in the merged RosTelecom .","De acordo com relatos da mídia empresarial, Usmanov planejava transferir sua participação na MegaFon para a estatal Svyazinvest, em troca de uma participação na RosTelecom."
neutral,"According to CEO Hannu Syrj+∆nen , a new common name and visual identity is required as the group has grown and internationalised .","De acordo com o CEO Hannu Syrj + ∆nen, um novo nome comum e identidade visual são necessários conforme o grupo cresce e se internacionaliza."
neutral,"According to Gallup Food and Farm Facts , beef consumption totaled 99mn kilos in Finland in 2007 .","De acordo com Gallup Food and Farm Facts, o consumo de carne bovina totalizou 99 milhões de quilos na Finlândia em 2007."
neutral,"According to him , construction work will start in spring 2007 , and the facility is to be commissioned in spring 2008 .","De acordo com ele, as obras começarão na primavera de 2007 e a instalação será inaugurada na primavera de 2008."
neutral,"According to Soosalu , particular attention was paid to residents privacy and security in the design of the Aleksandri Street building .","De acordo com Soosalu, uma atenção especial foi dada à privacidade e segurança dos residentes no projeto do prédio da Rua Aleksandri."
neutral,"According to statistics by the Finnish Maritime Administration , shipping did not increase much in January-August 2009 , however .","De acordo com estatísticas da Administração Marítima Finlandesa, o transporte marítimo não aumentou muito em janeiro-agosto de 2009, no entanto."
neutral,"According to the company , a decision in the issue will be made in the summer of 2010 , at the earliest , and in the summer of 2011 , at the latest .","De acordo com a empresa, a decisão sobre a questão será tomada no verão de 2010, no mínimo, e no verão de 2011, o mais tardar."
neutral,"According to the company , the lay-offs will be temporary .","Segundo a empresa, as demissões serão temporárias."
neutral,"According to the Finnish-Russian Chamber of Commerce , all the major construction companies of Finland are operating in Russia .","De acordo com a Câmara de Comércio Russo-Finlandesa, todas as principais empresas de construção da Finlândia operam na Rússia."
neutral,"According to the notification , the holdings of Ameriprice Inc. and its group companies are now in total 808,973 shares , which represent 3.582 % of Tekla -ì s shares and voting rights .","De acordo com a notificação, as participações da Ameriprice Inc. e de suas empresas do grupo totalizam 808.973 ações, que representam 3,582% das ações e direitos de voto da Tekla."
neutral,"According to the report , Elisa 's and DNA 's joint market share of Finland 's telecom market is 59 % .","De acordo com o relatório, a participação de mercado conjunta da Elisa e da DNA no mercado de telecomunicações da Finlândia é de 59%."
neutral,After that the two companies sat down and sewed up the present deal .,"Depois disso, as duas empresas se sentaram e fecharam o presente negócio."
neutral,"After the sale , Savcor Group Ltd will comprise Savcor ART , a corporate function and an investment in Cencorp Corporation .","Após a venda, Savcor Group Ltd passará a incluir Savcor ART, uma função corporativa e um investimento na Cencorp Corporation."
neutral,"Ahlstrom 's 5,800 employees serve customers via sales offices and production facilities in more than 20 countries on six continents .",Os 5.800 funcionários da Ahlstrom atendem clientes por meio de escritórios de vendas e instalações de produção em mais de 20 países em seis continentes.
neutral,Ahlstrom 's share is quoted on the NASDAQ OMX Helsinki .,A ação da Ahlstrom é cotada na NASDAQ OMX Helsinki.
neutral,Ahlstrom 's share is quoted on the NASDAQ OMX Helsinki .,A ação da Ahlstrom é cotada na NASDAQ OMX Helsinki.
neutral,Airbus will attempt to evacuate up to 873 people within 90 seconds .,A Airbus tentará evacuar até 873 pessoas em 90 segundos.
neutral,"ALEXANDRIA , Va. , June 7 -- Michael G. Williams of Newbury Park , Calif. , has developed a network device .","ALEXANDRIA, Va., 7 de junho - Michael G. Williams, de Newbury Park, Califórnia, desenvolveu um dispositivo de rede."
neutral,All rights reserved .,Todos os direitos reservados .
neutral,All YIT Capital Markets Day materials will be available on the company 's Internet site at www.yitgroup.com/investors at 10:30 on September 26 .,Todos os materiais do YIT Capital Markets Day estarão disponíveis no site da empresa na Internet em www.yitgroup.com/investors às 10:30 do dia 26 de setembro.
neutral,"Alma Media holds 70 % of this company , the remaining shares being owned by the company 's key employees .","A Alma Media detém 70% desta empresa, sendo as restantes ações detidas pelos funcionários-chave da empresa."
neutral,Almost the entire office building will be occupied by Metso .,Quase todo o prédio comercial será ocupado pela Metso.
neutral,"Also , Westpac is to issue a benchmark , 18 month FRN deal in Euros .","Além disso, Westpac deve emitir um benchmark, negócio FRN de 18 meses em euros."
neutral,Also the development of online businesses will continue .,"Além disso, o desenvolvimento de negócios online continuará."
neutral,Altimo previously agreed a similar deal with Telenor to merge their stakes in VimpelCom and Kyivstar-GSM .,A Altimo concordou anteriormente com um acordo semelhante com a Telenor para fundir suas participações na VimpelCom e Kyivstar-GSM.
neutral,As a part of the agreement 10 employees from the John Deere Forestry documentation functions will transfer to DokuMentori Oy .,"Como parte do acordo, 10 funcionários das funções de documentação florestal da John Deere serão transferidos para a DokuMentori Oy."
neutral,"As a result , a total of 82 employees would be given notice .","Como resultado, um total de 82 funcionários seria notificado."
neutral,"As a result of the transaction , Sanoma Budapest has acquired a stake in the online store Egeszsegbolt .","Como resultado da transação, a Sanoma Budapest adquiriu uma participação na loja online Egeszsegbolt."
neutral,"As an alternative to the share exchange , Panostaja offers a full cash consideration at the value of 1.27 euro $ 1.7 per share .","Como alternativa à troca de ações, a Panostaja oferece uma contraprestação total em dinheiro no valor de 1,27 euro $ 1,7 por ação."
negative,"As part of the reorganisation measures that will take place in spring 2006 , Tamglass Finton will start personnel negotiations that will affect its entire staff of 33 .","Como parte das medidas de reorganização que ocorrerão na primavera de 2006, a Tamglass Finton iniciará negociações de pessoal que afetarão toda a sua equipe de 33."
neutral,"As reported June 26 , `` both circuits continued to alternately report the track as vacant and then occupied almost constantly from June 17 , when part of the track signaling device was replaced , to the time of the crash , according to the Metro source . ''","Conforme relatado em 26 de junho, `` ambos os circuitos continuaram a relatar alternadamente a pista como vazia e então ocupada quase constantemente de 17 de junho, quando parte do dispositivo de sinalização da pista foi substituído, até o momento do acidente, de acordo com a fonte do Metro. ''"
neutral,"At 10.58 am , Outokumpu declined 2.74 pct to 24.87 eur , while the OMX Helsinki 25 was 0.55 pct higher at 2,825.14 and the OMX Helsinki added 0.64 pct to 9,386.89 .","Às 10h58, a Outokumpu diminuiu 2,74 pct para 24,87 eur, enquanto a OMX Helsinki 25 estava 0,55 pct mais alta com 2.825,14 e a OMX Helsinki adicionou 0,64 pct para 9.386,89."
neutral,at 9:00 EET Alma Media 's Annual Report for 2009 is scheduled to be published in calendar week 9 .,às 9:00 EET O Relatório Anual da Alma Media para 2009 está programado para ser publicado na semana 9 do calendário.
neutral,"At end-August , Sampo was Nordea 's biggest shareholder with a 20.6 % stake , followed by the state with 19.9 % .","No final de agosto, a Sampo era o maior acionista do Nordea com uma participação de 20,6%, seguida pelo estado com 19,9%."
neutral,"At first , Solteq 's services to companies operating in the St. Petersburg area will include maintenance and material management systems and data collection solutions .","No início, os serviços da Solteq para empresas que operam na área de São Petersburgo incluirão sistemas de manutenção e gerenciamento de materiais e soluções de coleta de dados."
neutral,Autotank Group is part of Aspo 's Systems Division .,O Grupo Autotank faz parte da Divisão de Sistemas da Aspo.
neutral,Basware Einvoices Oy will be merged into the parent company during the present fiscal period .,A Basware Einvoices Oy será incorporada à empresa-mãe durante o presente período fiscal.
neutral,"Because the application can be considered as a hacking application , it is classified by F-Secure as riskware .","Como o aplicativo pode ser considerado um aplicativo de hacker, ele é classificado pela F-Secure como riskware."
neutral,"Before FKI , John Jiang has worked in several general manager or senior business consultant positions for international companies in China .","Antes da FKI, John Jiang trabalhou em vários cargos de gerente geral ou consultor de negócios sênior para empresas internacionais na China."
negative,Benefon 's target is to lay off temporarily of permanently up to 20 % of the Salo plant 's staff .,A meta de Benefon é demitir temporariamente de forma permanente até 20% do pessoal da fábrica de Salo.
neutral,"Besides , Pit-Produkt will enter the new segments .","Além disso, Pit-Produkt entrará em novos segmentos."
neutral,"Bids or offers include at least 1,000 shares and the value of the shares must correspond to at least EUR4 ,000 .","As ofertas ou ofertas incluem pelo menos 1.000 ações e o valor das ações deve corresponder a, pelo menos, EUR4.000."
neutral,CapMan made its initial investment in OneMed in June 2006 .,A CapMan fez seu investimento inicial no OneMed em junho de 2006.
neutral,"CapMan said the deal 's effect on its cash flow for 2009 totals EUR3 .4 m , but the transaction would not affect its financial results for 2009 as it was executed at fair value .","A CapMan disse que o efeito do negócio em seu fluxo de caixa em 2009 totaliza EUR3,4 milhões, mas a transação não afetaria seus resultados financeiros em 2009, pois foi executada a valor justo."
neutral,Catalysts segment includes refinery catalysts and polyolefin catalysts product categories .,O segmento de catalisadores inclui catalisadores de refinaria e categorias de produtos de catalisadores de poliolefina.
neutral,"Componenta is a metal sector company with international operations and production plants located in Finland , the Netherlands , Sweden and Turkey .","A Componenta é uma empresa do setor de metal com operações internacionais e fábricas localizadas na Finlândia, Holanda, Suécia e Turquia."
neutral,"Comptel Corporation Sami Ervio President and CEO , Distribution : NASDAQ OMX Helsinki Major media Comptel Dynamic OSS solutions enable telecom service providers to deliver services flexibly and charge them effectively .","Comptel Corporation Sami Ervio Presidente e CEO, Distribuição: NASDAQ OMX Helsinki Principais mídias As soluções Comptel Dynamic OSS permitem que os provedores de serviços de telecomunicações forneçam serviços de maneira flexível e cobrem-nos com eficiência."
neutral,"Consisting of seven interconnected units , Mega Image 's logistics center will be 347 metres in length and 12 metres in height .","Composto por sete unidades interligadas, o centro logístico da Mega Image terá 347 metros de comprimento e 12 metros de altura."
neutral,"Construction work on the Helsinki Music Centre is to start this autumn , with the total cost of the project estimated at 140 million euros .","As obras de construção do Helsinki Music Centre têm início neste outono, com um custo total estimado em 140 milhões de euros."
neutral,COPYRIGHT AFX News and AFX Financial News Logo are registered trademarks of AFX News Limited,COPYRIGHT AFX News e o logotipo AFX Financial News são marcas registradas da AFX News Limited
neutral,"Cramo , headquartered in Vantaa , Finland , rents construction machinery and equipment , as well as rents and sells modular space .","Cramo, com sede em Vantaa, Finlândia, aluga máquinas e equipamentos de construção, bem como aluga e vende espaço modular."
neutral,Currency conversions are based on exchange rates at the time of the deal .,As conversões de moeda são baseadas nas taxas de câmbio no momento da negociação.
neutral,"Currently the Terminator lures are produced in a subcontract facility in Mexico but the manufacturing will be transferred to Rapala 's factory in Shenzhen , China .","Atualmente, as iscas Terminator são produzidas em uma instalação de subcontratação no México, mas a fabricação será transferida para a fábrica da Rapala em Shenzhen, China."
neutral,"Destia Oy is a Finnish infrastructure and construction service company building , maintaining and designing traffic routes , industrial and traffic environments , but also complete living environments .","Destia Oy é uma empresa finlandesa de serviços de infraestrutura e construção que desenvolve, mantém e projeta rotas de tráfego, ambientes industriais e de tráfego, mas também ambientes de vida completos."
neutral,"Digia will also set up two subsidiaries , Digia Norway AS and Digia USA Inc. .","A Digia também criará duas subsidiárias, Digia Norway AS e Digia USA Inc.."
neutral,Dutch publisher De Vijver said today it has agreed to buy a 49 % stake in Belgian weekly magazine Humo from Finnish media company Sanoma HEL : SAA1V .,O editor holandês De Vijver disse hoje que concordou em comprar uma participação de 49% no semanário belga Humo da empresa de mídia finlandesa Sanoma HEL: SAA1V.
neutral,Each share is entitled to one vote .,Cada ação dá direito a um voto.
neutral,Each year the dividend is deducted from the subscription price .,"Todos os anos, o dividendo é deduzido do preço de subscrição."
neutral,Earnings per share EPS amounted to EUR0 .01 .,"O lucro por ação EPS totalizou EUR0,01."
neutral,Earnings per share were EUR -0.04 -0.06 .,"O lucro por ação foi de EUR -0,04 -0,06."
neutral,Elcoteq has a global network of After Market Service sites which have a long experience in serving Consumer Electronics and Systems Solutions customers .,A Elcoteq possui uma rede global de sites de serviço pós-mercado com longa experiência no atendimento a clientes de soluções de sistemas e eletrônicos de consumo.
neutral,Elcoteq SE is listed on the Nasdaq OMX Helsinki Ltd. .,A Elcoteq SE está listada na Nasdaq OMX Helsinki Ltd..
neutral,Electronic versions require 24-48 hours as each copy is customized to the client with digital controls and custom watermarks .,"As versões eletrônicas exigem 24-48 horas, pois cada cópia é personalizada para o cliente com controles digitais e marcas d'água personalizadas."
neutral,"Elisa Corporation will disclose its financial statements for 2006 on Thursday , 8 February 2007 .","A Elisa Corporation divulgará suas demonstrações financeiras de 2006 na quinta-feira, 8 de fevereiro de 2007."
neutral,"Empresa de Desarrollo Urbano de Quito , INNOVAR-UIO , Ecuador has commissioned Poyry to prepare a feasibility study for a new urban rapid mass transit system .","A Empresa de Desarrollo Urbano de Quito, INNOVAR-UIO, Equador, encarregou Poyry de preparar um estudo de viabilidade para um novo sistema de transporte de massa rápido urbano."
neutral,"Erkki Jarvinen , President of Rautakirja and the head of the Sanoma Trade division , will leave his current tasks in spring 2009 for a similar position outside the Sanoma Group .","Erkki Jarvinen, presidente da Rautakirja e chefe da divisão Sanoma Trade, deixará suas funções atuais na primavera de 2009 por um cargo semelhante fora do Grupo Sanoma."
neutral,"Ethanol would be made from barley , and production could start in 2008 .",O etanol seria feito de cevada e a produção poderia começar em 2008.
neutral,"EXEL COMPOSITES IN BRIEF Exel Composites is a technology company which designs , manufactures and markets composite profiles and tubes for industrial applications .","EXEL COMPOSITES EM RESUMO A Exel Composites é uma empresa de tecnologia que projeta, fabrica e comercializa perfis e tubos compostos para aplicações industriais."
neutral,Exel is headquartered in Mantyharju in Finland .,"A Exel está sediada em Mantyharju, na Finlândia."
neutral,facades in Riga 8 March 2010 - Finnish construction company YIT Oyj HEL : YTY1V said today that it will build the frame and the facades in a tower construction project in Riga .,fachadas em Riga 8 de março de 2010 - A construtora finlandesa YIT Oyj HEL: YTY1V disse hoje que vai construir o quadro e as fachadas em um projeto de construção de torre em Riga.
neutral,Fancy Dans on the move FAB Glasgow gift and interiors store Fancy Dans is moving !,Fancy Dans em movimento A loja de presentes e interiores FAB Glasgow Fancy Dans está se movendo!
neutral,"Financial Statements include the consolidated financial statements of the Group , the Board of Directors ' Report , the Auditors ' Report and the Corporate Governance Statement .","As Demonstrações Financeiras incluem as demonstrações financeiras consolidadas do Grupo, o Relatório do Conselho de Administração, o Relatório de Auditoria e a Declaração do Governo da Sociedade."
neutral,"FinancialWire tm is not a press release service , and receives no compensation for its news , opinions or distributions .","FinancialWire tm não é um serviço de comunicado à imprensa e não recebe qualquer compensação por suas notícias, opiniões ou distribuições."
positive,"Finnair expands : Finnair plans to add more flights on routes to Hong Kong , India and Russia .","Finnair expande: A Finnair planeja adicionar mais voos em rotas para Hong Kong, Índia e Rússia."
neutral,Finnish Bank of +_land will launch its long-term pension savings account at the beginning of June 2010 .,O Banco Finlandês de + _land lançará sua conta de poupança de pensão de longo prazo no início de junho de 2010.
positive,Finnish food company Raisio Oyj HEL : RAIVV said today it will buy British snacks and confectionery company Big Bear Group plc for an enterprise value of EUR 95.3 million USD 129.9 m .,"A empresa finlandesa de alimentos Raisio Oyj HEL: RAIVV disse hoje que vai comprar lanches e confeitaria britânica Big Bear Group plc por um valor de empresa de EUR 95,3 milhões US $ 129,9 milhões."
neutral,Finnish industrial group Ruukki Group Plc OMX Helsinki : RUG1V said on Friday 14 November that its furniture business segment Incap Furniture has concluded personnel negotiations that were started at the end of September .,"O grupo industrial finlandês Ruukki Group Plc OMX Helsinki: RUG1V disse na sexta-feira, 14 de novembro, que seu segmento de negócios de móveis Incap Furniture concluiu as negociações de pessoal que foram iniciadas no final de setembro."
neutral,"Finnish metal components supplier Componenta on December 26 , 2006 applied for approval with the Turkish Capital Markets Board to launch a mandatory offer for the remaining shares in iron and aluminium castings producer Doktas Dokumculuk .",O fornecedor finlandês de componentes de metal Componenta em 26 de dezembro de 2006 solicitou a aprovação do Conselho de Mercado de Capitais da Turquia para lançar uma oferta obrigatória para as ações restantes na produtora de fundidos de ferro e alumínio Doktas Dokumculuk.
neutral,"Finnish Sampo-Rosenlew manufactures approximately seven forest machines monthly , and about half of machines are exported .",A finlandesa Sampo-Rosenlew fabrica aproximadamente sete máquinas florestais por mês e cerca de metade das máquinas são exportadas.
neutral,Finnlines has six ships under construction in China with deliveries scheduled between the first quarter of 2011 and the final quarter of 2012 .,A Finnlines tem seis navios em construção na China com entregas programadas entre o primeiro trimestre de 2011 e o último trimestre de 2012.
neutral,Finnlines will announce in week 17 of 2006 what measures it will take to tackle the situation .,A Finnlines anunciará na semana 17 de 2006 as medidas que tomará para enfrentar a situação.
positive,"firm 28 October 2009 - Finnish lifting equipment maker Konecranes Oyj HEL : KCR1V said today it acquired US Machine Tool Solutions Unlimited in Cincinnati , Ohio , for an undisclosed sum .","empresa 28 de outubro de 2009 - A fabricante finlandesa de equipamentos de elevação Konecranes Oyj HEL: KCR1V disse hoje que adquiriu a US Machine Tool Solutions Unlimited em Cincinnati, Ohio, por uma quantia não revelada."
neutral,"Following the issue , the new shares will constitute 10 percent of the firm 's capital .","Após a emissão, as novas ações constituirão 10 por cento do capital da empresa."
neutral,"For the purposes of the possible acquisition , PKC would establish a subsidiary in Poland .","Para efeitos da possível aquisição, a PKC estabeleceria uma subsidiária na Polónia."
neutral,"Founded in 1923 , Finnair is one of the world 's oldest airlines and flies to 60 destinations with a fleet of 63 aircraft , employing 9,500 people .","Fundada em 1923, a Finnair é uma das companhias aéreas mais antigas do mundo e voa para 60 destinos com uma frota de 63 aeronaves, empregando 9.500 pessoas."
neutral,"GeoSentric is acquiring extra financing by issuing a maximum of 220,000 new shares and a convertible bond with subscription rights for 880,000 shares , which have been fully subscribed .","GeoSentric está adquirindo financiamento extra através da emissão de um máximo de 220.000 novas ações e um título conversível com direitos de subscrição para 880.000 ações, que foram totalmente subscritas."
neutral,"Glaston 's share GLA1V is listed on the NASDAQ OMX Helsinki , Mid Cap List .","A participação GLA1V da Glaston está listada na NASDAQ OMX Helsinki, Mid Cap List."
neutral,Grounds for the notification : Tiimari Plc 12/30/2010 issued Capital Convertible Loan allocation decision by the Board on 01/31/2011 .,Motivos da notificação: Tiimari Plc 30/12/2010 emitiu decisão de alocação de empréstimo de capital conversível pelo Conselho em 31/01/2011.
positive,Growth is expected to continue in 2008 .,O crescimento deve continuar em 2008.
neutral,GyPSii service supports ten different languages including Korean and Russian .,"O serviço GyPSii oferece suporte a dez idiomas diferentes, incluindo coreano e russo."
neutral,He confirmed his view on July 6 .,Ele confirmou sua opinião em 6 de julho.
neutral,He is a member of the Board of numerous com-panies and a shareholder of the Boardman Ltd board specialist net-work .,Ele é membro do Conselho de várias empresas e acionista da rede de especialistas do conselho da Boardman Ltd.
neutral,"HELSINKI AFX - Cargotec said it has bought a 95 pct stake in Indital Construction Machinery Ltd , a Bangalore-based company that makes fork lift trucks and mobile cranes , for an undisclosed sum .","HELSINKI AFX - A Cargotec disse que comprou uma participação de 95 por cento na Indital Construction Machinery Ltd, uma empresa sediada em Bangalore que fabrica empilhadeiras e guindastes móveis, por um valor não revelado."
neutral,"HELSINKI AFX - Cramo said it has agreed to sell Cramo Nederland BV CNL , its Dutch machinery and equipment rental unit , to Jaston Groep for an undisclosed sum .","HELSINKI AFX - A Cramo disse que concordou em vender a Cramo Nederland BV CNL, sua unidade holandesa de aluguel de máquinas e equipamentos, para Jaston Groep por uma quantia não revelada."
neutral,"Helsinki-based Componenta bought Turkish listed company Doktas in October 2006 for 89 million euros , making it the largest Finnish investment in Turkey to date .","A Componenta, sediada em Helsinque, comprou a empresa turca Doktas em outubro de 2006 por 89 milhões de euros, tornando-se o maior investimento finlandês na Turquia até o momento."
neutral,"However , the offering will probably not be made at the current valuation , which partly derives from the deal in which the company was merged into a stock market shell .","No entanto, a oferta provavelmente não será feita na avaliação atual, que em parte deriva do negócio em que a empresa foi incorporada em uma concha do mercado de ações."
neutral,"HUHTAMAKI OYJ STOCK EXCHANGE RELEASE , 16.9.2008 AT 13.32 Huhtamaki 's Capital Markets Day for institutional investors and analysts is held in Espoo , September 16 , 2008 starting at 13.30 pm Finnish time .","LANÇAMENTO DA BOLSA DE AÇÕES DA HUHTAMAKI OYJ, 16.9.2008 ÀS 13.32 O Dia do Mercado de Capitais da Huhtamaki para investidores institucionais e analistas é realizado em Espoo, 16 de setembro de 2008, começando às 13h30, horário da Finlândia."
neutral,"I can say categorically , no , ' Wahlroos was quoted as saying by the paper , when asked about Sampo 's interest in making a bid for RSA .","Posso dizer categoricamente que não ', Wahlroos foi citado pelo jornal, quando questionado sobre o interesse de Sampo em fazer uma oferta pela RSA."
neutral,"If Honkarakenne starts production there , it will need a partner for sawmill operations .","Se Honkarakenne iniciar a produção lá, precisará de um parceiro para as operações da serraria."
neutral,"In addition , nine fixed-term employment contracts will not be extended and two people will leave the company under pension arrangements .","Além disso, nove contratos de trabalho a termo certo não serão estendidos e duas pessoas deixarão a empresa em regime de pensão."
neutral,"In addition , the existing service counter area in the reception hall will be rebuilt and access provided to local rail connections .","Além disso, a área do balcão de serviço existente no hall de recepção será reconstruída e o acesso às ligações ferroviárias locais será fornecido."
neutral,"In addition a reduction of nine persons will be made through pension or other arrangements , the company added .","Além disso, uma redução de nove pessoas será feita por meio de pensão ou outros arranjos, acrescentou a empresa."
neutral,"In addition to the Tulikivi Corporation , he is also currently a member of the Board of the following companies : Altia Corporation , J+∆rvi-Suomen Portti Osuuskunta , Osuuskunta KPY , Profile Vehicles Oy and Voimatel Oy .","Além da Tulikivi Corporation, ele também é atualmente membro do Conselho das seguintes empresas: Altia Corporation, J + ∆rvi-Suomen Portti Osuuskunta, Osuuskunta KPY, Profile Vehicles Oy e Voimatel Oy."
neutral,"In future , the plant will focus on the production of flange profiles for wind farm towers .","No futuro, a planta se concentrará na produção de perfis de flange para torres de parques eólicos."
neutral,In return the New York-based private equity firm will receive a 51 % stake in the Latvian IT and telecom group .,"Em troca, a empresa de private equity com sede em Nova York receberá uma participação de 51% no grupo letão de TI e telecomunicações."
neutral,"In the Baltic countries , Atria 's target is organic growth .","Nos países bálticos, a meta da Atria é o crescimento orgânico."
neutral,"Incap Corporation Stock Exchange Announcement 29 April 2010 at 1 p.m. INVITATION TO A NEWS CONFERENCE ON INCAP 'S INTERIM REPORT Q1-2010 Incap will publish its interim report for January-March 2010 on Wednesday , 5 May 2010 .","Anúncio da Bolsa de Valores da Incap Corporation, 29 de abril de 2010 às 13h00 CONVITE PARA UMA CONFERÊNCIA DE NOTÍCIAS SOBRE O RELATÓRIO INTERNO DO INCAP Q1-2010 O Incap publicará seu relatório provisório para janeiro-março de 2010 na quarta-feira, 5 de maio de 2010."
neutral,"India is high on our priority since business links between our two countries is also expanding , '' Tornstrom said .","A Índia tem alta prioridade, uma vez que os laços comerciais entre nossos dois países também estão se expandindo '', disse Tornstrom."
neutral,IonPhasE 's second major owner is venture capital firm Aura Capital .,O segundo maior proprietário da IonPhasE é a empresa de capital de risco Aura Capital.
neutral,"Iso Omena is based in the Matinkyla district of the southern part of the city of Espoo , southern Finland .","A Iso Omena está sediada no distrito de Matinkyla, na parte sul da cidade de Espoo, no sul da Finlândia."
neutral,It moved into the No. 2 spot in 2000 when it merged steel operations with Avesta Sheffield to form AvestaPolarit .,"Ela passou para o segundo lugar em 2000, quando fundiu as operações de aço com a Avesta Sheffield para formar a AvestaPolarit."
